Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Sex,Country,Timestamp,Clicked on Ad
32.99,45,49282.87,177.46,Phased full-range hardware,Masseyshire,Female,Ecuador,2016-04-30 19:42:04,Yes
74.88,27,67240.25,175.17,Organized empowering policy,Sarahton,Male,Sudan,2016-04-17 06:58:18,No
36.49,52,42136.33,196.61,Object-based system-worthy superstructure,Ryanhaven,Male,Lao People's Democratic Republic,2016-03-09 00:41:46,Yes
88.04,45,62589.84,191.17,Profound explicit hardware,Lake Deborahburgh,Male,Saint Vincent and the Grenadines,2016-03-07 20:02:51,No
45.7,33,67384.31,151.12,Self-enabling multimedia system engine,New Williammouth,Male,Switzerland,2016-05-26 10:33:00,Yes
82.38,35,25603.93,159.6,Polarized analyzing intranet,Port Blake,Female,Spain,2016-07-18 01:36:37,Yes
52.68,23,39616.0,149.2,Vision-oriented attitude-oriented Internet solution,West Richard,Male,Turks and Caicos Islands,2016-07-16 05:56:42,Yes
65.59,47,28265.81,121.81,Digitized disintermediate ability,Brandymouth,Female,Indonesia,2016-03-22 06:41:38,Yes
65.65,25,63879.72,224.92,Intuitive explicit firmware,Sandraville,Male,Cook Islands,2016-06-03 06:34:44,No
43.84,36,70592.81,167.42,Public-key real-time definition,Port Jessica,Female,Australia,2016-06-28 09:19:06,Yes
67.69,37,76408.19,216.57,Monitored content-based implementation,Lake Jasonchester,Female,Finland,2016-07-18 18:33:05,No
78.37,24,55015.08,207.27,Quality-focused zero-defect budgetary management,Pearsonfort,Female,Pakistan,2016-01-23 04:47:37,No
81.46,29,51636.12,231.54,Intuitive fresh-thinking moderator,Sellerstown,Female,Ireland,2016-02-29 11:00:06,No
47.48,31,29359.2,141.34,Reverse-engineered 24hour hardware,Yuton,Female,Eritrea,2016-06-30 00:19:33,Yes
75.15,33,71296.67,219.49,Synchronized zero tolerance product,Smithtown,Male,France,2016-06-19 18:19:38,No
78.76,24,46422.76,219.98,Reactive interactive protocol,Joanntown,Male,Austria,2016-01-08 08:08:47,No
44.96,50,52802.0,132.71,Focused fresh-thinking Graphic Interface,South Peter,Male,Heard Island and McDonald Islands,2016-01-02 12:25:36,Yes
39.56,41,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,Male,Western Sahara,2016-05-13 11:57:12,Yes
39.76,28,35350.55,196.83,Integrated maximized service-desk,Pottermouth,Male,Liberia,2016-02-08 14:02:22,Yes
57.11,22,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,Male,Dominican Republic,2016-06-07 23:46:51,No
83.26,40,70225.6,187.76,Decentralized foreground infrastructure,Alanview,Male,Tonga,2016-01-02 14:36:03,No
69.42,25,65791.17,213.38,Quality-focused hybrid frame,Carterport,Female,Lao People's Democratic Republic,2016-02-13 04:16:08,No
50.6,30,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,Male,United States of America,2016-05-03 12:57:19,Yes
46.2,37,51315.38,119.3,Distributed maximized ability,Welchshire,Female,Belgium,2016-04-03 11:38:36,Yes
66.88,35,62790.96,119.47,Polarized bifurcated array,Russellville,Male,Indonesia,2016-03-23 19:58:15,Yes
83.97,40,66291.67,158.42,Progressive asynchronous adapter,West Lisa,Male,Croatia,2016-02-02 11:49:18,No
76.56,30,68030.18,213.75,Business-focused high-level hardware,Greentown,Female,Brunei Darussalam,2016-03-08 10:39:16,No
35.49,48,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,Female,American Samoa,2016-04-08 14:35:44,Yes
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,Male,Netherlands Antilles,2016-06-30 00:40:31,No
50.19,40,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,Female,Thailand,2016-03-25 19:02:35,Yes
59.12,33,28210.03,124.54,Synergistic stable infrastructure,Silvaton,Female,Greece,2016-05-12 21:32:06,Yes
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,Male,French Polynesia,2016-03-02 05:11:01,No
59.7,28,49158.5,120.25,Expanded zero administration attitude,Florestown,Female,Guernsey,2016-05-10 14:12:31,Yes
67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,Male,Isle of Man,2016-03-03 02:59:37,Yes
81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,Female,Holy See (Vatican City State),2016-07-04 11:03:49,No
81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,Male,El Salvador,2016-07-08 03:47:41,No
41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,Female,China,2016-05-27 05:35:27,Yes
73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,Female,Myanmar,2016-02-10 13:46:35,No
58.35,37,70232.95,132.63,Universal asymmetric workforce,Rivasland,Female,Macao,2016-06-12 21:21:53,Yes
51.56,46,63102.19,124.85,Business-focused client-driven forecast,Helenborough,Female,Australia,2016-01-07 13:58:51,Yes
79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,Female,United States Virgin Islands,2016-05-13 14:12:39,No
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,Female,Mexico,2016-05-02 00:01:56,No
58.21,37,47575.44,105.94,Open-source global strategy,Pattymouth,Female,Djibouti,2016-02-07 17:06:35,Yes
66.12,49,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,Female,Cote d'Ivoire,2016-02-15 07:27:41,Yes
80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,Male,Mali,2016-02-21 05:23:28,No
77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,Female,Jamaica,2016-03-20 22:27:25,No
49.99,41,61068.26,121.07,Profound bottom-line standardization,New Charleschester,Female,Romania,2016-03-24 09:34:00,Yes
80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,Female,Cayman Islands,2016-04-04 20:01:12,Yes
79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,Male,Gambia,2016-01-02 04:50:44,No
57.86,30,18819.34,166.86,Horizontal modular success,Estesfurt,Female,Algeria,2016-07-08 17:14:01,Yes
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,Male,Puerto Rico,2016-03-28 19:48:37,No
84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,Male,Norfolk Island,2016-07-11 09:32:53,No
59.13,44,49525.37,106.04,Upgradable heuristic system engine,South Lisa,Male,Turkey,2016-06-09 17:11:02,Yes
81.51,41,53412.32,250.03,Future-proofed modular utilization,Kingshire,Female,Guinea,2016-05-19 09:30:12,No
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,Male,Moldova,2016-04-12 12:35:39,Yes
84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,Male,Greece,2016-07-04 23:17:47,No
82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,Female,American Samoa,2016-02-01 00:52:29,Yes
59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,Male,Honduras,2016-01-13 02:39:00,Yes
35.0,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,Male,Mongolia,2016-06-18 16:02:34,Yes
46.61,42,65856.74,136.18,Progressive intermediate throughput,Catherinefort,Female,Ethiopia,2016-01-01 20:17:49,Yes
63.26,29,54787.37,120.46,Customizable holistic archive,East Donna,Male,Ethiopia,2016-03-02 04:02:45,Yes
79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,Male,Sri Lanka,2016-03-30 20:23:48,No
67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,Female,Morocco,2016-05-01 00:23:13,Yes
79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,Male,United Arab Emirates,2016-06-17 03:02:55,No
66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,Female,Western Sahara,2016-03-23 08:52:31,No
43.65,39,63649.04,138.87,Business-focused background synergy,North Aaronburgh,Female,Western Sahara,2016-05-08 22:24:27,Yes
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,Male,Cambodia,2016-04-06 05:55:43,No
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,Female,New Zealand,2016-04-05 05:54:15,Yes
89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,Male,Australia,2016-04-16 12:26:31,No
65.1,49,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,Male,Bulgaria,2016-06-01 03:44:42,Yes
53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,Male,Libyan Arab Jamahiriya,2016-04-04 22:00:15,Yes
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Female,Barbados,2016-06-26 04:22:26,No
91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,Male,French Polynesia,2016-07-07 03:55:01,No
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,Female,Uruguay,2016-03-20 08:22:50,No
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,Male,Uruguay,2016-04-20 10:04:29,No
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,Female,Brazil,2016-03-25 05:05:27,No
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,Female,Venezuela,2016-02-14 07:15:37,No
84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,Female,Myanmar,2016-03-26 00:32:02,No
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,Male,Malta,2016-07-05 22:33:48,No
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,Male,Jamaica,2016-03-14 03:29:12,No
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,Male,Bahrain,2016-05-30 02:34:25,No
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,Female,Algeria,2016-03-07 22:32:15,No
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,Male,Tuvalu,2016-03-19 00:27:58,Yes
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,Female,Georgia,2016-06-18 05:17:33,No
42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,Female,Cambodia,2016-07-11 18:12:43,Yes
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,Female,Guam,2016-01-01 08:27:06,No
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,Female,Tanzania,2016-04-07 01:57:38,No
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,Female,Indonesia,2016-02-28 22:02:14,No
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,Male,Somalia,2016-06-26 17:25:55,No
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,Female,Belize,2016-01-21 04:30:43,No
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,Male,Serbia,2016-05-01 21:46:37,No
56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,Female,Australia,2016-02-14 10:06:49,Yes
44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,Male,Guam,2016-01-27 18:25:42,Yes
38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,Male,Christmas Island,2016-06-16 20:24:33,Yes
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,Female,Papua New Guinea,2016-07-21 10:01:50,No
56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,Male,Bahamas,2016-04-21 18:31:27,Yes
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,Female,Comoros,2016-07-20 01:56:33,No
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,Male,Western Sahara,2016-02-26 17:14:14,No
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,Male,Nicaragua,2016-01-16 17:56:05,No
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,Female,Guam,2016-04-01 01:57:12,Yes
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,Male,Vanuatu,2016-06-24 08:42:20,Yes
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,Male,Bolivia,2016-05-27 18:45:35,No
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,Female,Malawi,2016-05-26 15:40:12,No
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,Female,Venezuela,2016-04-06 01:19:08,Yes
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,Male,Nepal,2016-01-08 19:38:45,No
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,Female,United Kingdom,2016-02-24 19:08:11,Yes
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,Female,Albania,2016-03-10 07:07:31,No
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,Male,Madagascar,2016-04-29 07:49:01,No
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,Male,Guyana,2016-04-10 16:08:09,No
50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,Female,Yemen,2016-04-27 18:25:30,Yes
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,Male,India,2016-05-10 04:28:55,No
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,Female,Puerto Rico,2016-01-03 23:21:26,No
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,Male,United States Virgin Islands,2016-02-15 16:52:04,Yes
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,Female,Antigua and Barbuda,2016-03-09 02:07:17,Yes
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,Female,French Guiana,2016-01-09 17:33:03,Yes
37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,Male,Antigua and Barbuda,2016-02-03 05:47:09,Yes
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,Female,Turkmenistan,2016-01-02 09:30:11,No
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,Male,Honduras,2016-01-04 07:28:43,No
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,Female,Seychelles,2016-01-07 21:21:50,No
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,Female,Cyprus,2016-07-24 00:22:16,Yes
65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,Female,Saint Pierre and Miquelon,2016-02-13 13:57:53,Yes
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,Female,Poland,2016-05-08 10:25:08,Yes
68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,Female,Taiwan,2016-02-17 18:50:57,Yes
56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,Male,Cote d'Ivoire,2016-01-22 19:43:53,Yes
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,Male,Micronesia,2016-07-20 13:21:37,No
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,Female,Liberia,2016-01-05 20:58:42,No
43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,Female,Saudi Arabia,2016-01-29 05:39:16,Yes
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,Female,Nepal,2016-06-17 20:18:27,No
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,Female,Ghana,2016-02-23 13:55:48,Yes
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,Female,Iran,2016-07-09 11:18:02,Yes
57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,Female,New Zealand,2016-03-19 11:09:36,Yes
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,Male,Libyan Arab Jamahiriya,2016-01-29 07:14:04,No
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,Female,Sri Lanka,2016-06-14 07:02:09,No
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,Male,United Arab Emirates,2016-05-18 03:19:03,Yes
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,Male,Indonesia,2016-01-30 09:54:03,Yes
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,Male,Saint Vincent and the Grenadines,2016-04-25 16:58:50,No
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,Male,Mongolia,2016-01-14 16:30:38,No
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,Female,Honduras,2016-07-06 05:34:52,No
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,Female,Papua New Guinea,2016-04-07 10:51:05,Yes
84.0,48,46868.53,136.21,Inverse discrete extranet,Robertside,Male,Kyrgyz Republic,2016-04-17 05:08:52,Yes
52.13,50,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,Male,Ethiopia,2016-01-28 17:03:54,Yes
71.83,40,22205.74,135.48,Diverse background ability,Costaburgh,Male,Rwanda,2016-02-18 22:42:33,Yes
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,Male,Kyrgyz Republic,2016-06-24 21:09:58,No
50.18,35,63006.14,127.82,Customizable hybrid system engine,Sandrashire,Male,Grenada,2016-06-20 04:24:41,Yes
64.67,51,24316.61,138.35,Horizontal incremental website,Andersonfurt,Male,Togo,2016-02-14 16:33:29,Yes
69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,Female,Pakistan,2016-02-27 13:51:44,No
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,Male,Falkland Islands (Malvinas),2016-05-07 15:16:07,No
62.06,40,63493.6,116.27,Digitized radical array,East Rachaelfurt,Male,Jersey,2016-03-16 20:10:53,Yes
84.29,30,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,Male,Cayman Islands,2016-06-26 02:06:59,Yes
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,Female,South Africa,2016-07-17 14:26:04,Yes
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,Male,Micronesia,2016-01-28 16:42:36,Yes
75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,Male,Tajikistan,2016-06-16 18:04:51,No
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,Male,Bolivia,2016-06-19 23:21:38,No
67.76,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,Female,Cameroon,2016-05-24 17:42:58,No
40.01,53,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,Female,Ecuador,2016-03-01 22:06:37,Yes
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,Male,Zambia,2016-01-31 08:50:38,Yes
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,Female,Guinea-Bissau,2016-04-30 15:27:22,No
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,Female,Micronesia,2016-01-13 20:38:35,Yes
74.54,24,57518.73,219.75,Switchable secondary ability,Alexisland,Female,Bahamas,2016-03-30 16:15:59,No
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,Male,Cape Verde,2016-04-29 18:53:43,No
87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,Male,French Polynesia,2016-06-14 19:48:34,No
60.23,60,46239.14,151.54,Seamless optimal contingency,Port Brenda,Male,Saudi Arabia,2016-07-15 15:43:36,Yes
87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,Male,France,2016-03-24 05:38:01,No
78.17,27,65227.79,192.27,Automated mobile model,Portermouth,Male,Burundi,2016-04-26 20:57:48,No
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,Male,Latvia,2016-01-12 03:28:31,Yes
85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,Male,Morocco,2016-04-09 23:26:42,No
41.16,49,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,Male,Venezuela,2016-03-28 09:15:58,Yes
53.54,39,47314.45,108.03,Optimized systemic capability,Julietown,Female,Palau,2016-06-23 11:05:01,Yes
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,Male,Isle of Man,2016-01-24 01:53:14,No
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,Male,Peru,2016-04-15 10:18:55,No
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,Male,Belgium,2016-04-26 13:13:20,No
70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,Female,Croatia,2016-05-16 23:21:06,No
40.19,37,55358.88,136.99,Right-sized system-worthy project,Adamsbury,Female,France,2016-01-18 02:51:13,Yes
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,Male,Slovenia,2016-06-20 08:34:46,Yes
35.76,51,45522.44,195.07,Versatile optimizing projection,North Angelastad,Female,Peru,2016-07-18 04:53:22,Yes
59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,Female,Belarus,2016-07-01 01:12:04,Yes
91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,Male,Bolivia,2016-03-07 22:51:00,No
61.04,41,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,Female,Benin,2016-05-02 15:31:28,Yes
74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,Female,Wallis and Futuna,2016-07-23 06:18:51,No
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,Male,Azerbaijan,2016-06-12 03:11:04,Yes
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,Female,Mongolia,2016-02-15 20:41:05,No
76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,Female,Denmark,2016-01-23 01:42:28,No
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,Female,Russian Federation,2016-02-26 01:18:44,No
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,Female,Brazil,2016-01-11 02:07:14,No
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,Male,Ethiopia,2016-04-04 13:56:14,Yes
44.33,41,43386.07,120.63,Ergonomic empowering frame,Estradashire,Female,Guyana,2016-01-14 09:27:59,Yes
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,Male,Ethiopia,2016-04-25 03:18:45,Yes
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,Female,Mauritius,2016-03-05 23:02:11,No
84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,Female,Djibouti,2016-01-06 21:43:22,No
83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,Female,Syrian Arab Republic,2016-02-18 03:58:36,No
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,Male,Saint Martin,2016-04-16 14:15:55,No
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,Male,Netherlands Antilles,2016-02-24 06:18:11,No
86.53,46,46500.11,233.36,Networked responsive application,Colemanshire,Female,Greece,2016-06-29 01:19:21,No
76.44,26,58820.16,224.2,Distributed intangible database,Troyville,Male,Madagascar,2016-01-05 06:34:20,No
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,Female,Senegal,2016-07-16 10:14:04,Yes
85.24,31,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,Male,Burkina Faso,2016-06-17 03:23:13,No
74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,Male,Czech Republic,2016-06-13 11:06:40,No
82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,Female,Lao People's Democratic Republic,2016-04-05 08:18:45,No
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,Male,Netherlands Antilles,2016-04-17 18:38:14,No
42.04,49,67323.0,182.11,Organic logistical adapter,New Christinatown,Female,Qatar,2016-02-03 16:54:33,Yes
46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,Male,Andorra,2016-04-18 21:07:28,Yes
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,Male,Liechtenstein,2016-06-18 22:31:22,Yes
71.03,55,28186.65,150.77,Programmable didactic capacity,Port Georgebury,Female,China,2016-03-12 07:18:36,Yes
81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,Female,Vietnam,2016-01-15 01:20:05,No
58.05,32,15879.1,195.54,Total asynchronous architecture,Sanderstown,Male,Tajikistan,2016-02-12 10:39:10,Yes
75.0,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,Male,Eritrea,2016-02-16 02:29:03,No
79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,Female,Monaco,2016-04-04 21:23:13,No
52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,Male,Israel,2016-04-24 01:48:21,Yes
62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,Female,Hungary,2016-05-20 00:00:48,Yes
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,Female,Singapore,2016-05-15 03:10:50,No
66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Klineside,Male,Cuba,2016-01-07 23:02:43,Yes
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,Female,Reunion,2016-07-19 12:05:58,No
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,Male,Zambia,2016-04-04 00:02:20,Yes
77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,Female,Gabon,2016-06-10 04:21:57,No
82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,Male,Dominica,2016-03-11 14:50:56,No
39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,Male,Bahamas,2016-01-14 20:58:10,Yes
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,Male,Tokelau,2016-06-22 05:22:58,Yes
87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,Female,Turkmenistan,2016-03-19 08:00:58,No
65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,Female,Belgium,2016-04-15 15:07:17,Yes
78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,Male,French Guiana,2016-03-28 02:29:19,No
44.15,28,48867.67,141.96,Proactive secondary monitoring,Salazarbury,Male,Martinique,2016-01-22 15:03:25,Yes
43.57,36,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,Male,French Polynesia,2016-06-25 17:33:35,Yes
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,Female,Ecuador,2016-03-04 14:33:38,No
42.06,34,43241.19,131.55,Multi-layered secondary software,Jamesmouth,Female,Puerto Rico,2016-06-29 02:48:44,Yes
76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,Male,United Arab Emirates,2016-06-18 01:42:37,No
74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,Male,Burkina Faso,2016-01-31 09:57:34,No
73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,Male,Luxembourg,2016-05-22 15:17:25,No
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,Female,Jamaica,2016-07-22 11:05:10,No
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,Male,Antarctica (the territory South of 60 deg S),2016-07-13 14:05:22,No
87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,Female,China,2016-02-11 11:50:26,No
87.16,37,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,Male,Western Sahara,2016-03-16 20:33:10,No
66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,Male,Lebanon,2016-04-25 19:31:39,Yes
